Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def_3rd,Mid_3rd,Att_3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Pavao Pervan,AUT,GK,Wolfsburg,36.0,1987.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0
Jens Petter Hauge,NOR,MF,Eint Frankfurt,24.0,1999.0,1.6,1.25,0.63,0.63,0.0,0.63,1.25,4.38,28.6,3.13,3.13,0.63,2.5,0.0,1.25,0.63,0.0
Luca Pfeiffer,GER,FW,Darmstadt 98,27.0,1996.0,18.0,0.61,0.33,0.11,0.33,0.17,0.28,0.61,45.5,0.33,0.28,0.06,0.22,0.11,0.72,1.17,0.0
Patric Pfeiffer,GER,DF,Augsburg,24.0,1999.0,5.4,2.04,1.3,1.11,0.74,0.19,0.93,1.11,83.3,0.19,1.48,0.93,0.56,1.85,3.89,3.7,0.0
Maximilian Philipp,GER,FW,Freiburg,30.0,1994.0,3.3,2.42,1.52,1.21,1.21,0.0,0.3,1.82,16.7,1.52,1.82,0.0,1.82,0.3,2.73,0.61,0.0
Florian Pick,GER,MF,Heidenheim,28.0,1995.0,3.2,1.25,1.25,0.94,0.0,0.31,0.63,0.94,66.7,0.31,0.63,0.0,0.63,0.63,1.88,0.31,0.0
Amos Pieper,GER,DF,Werder Bremen,26.0,1998.0,6.6,2.12,1.67,1.21,0.91,0.0,1.06,1.97,53.8,0.91,1.82,1.06,0.76,1.36,3.48,5.45,0.15
Marvin Pieringer,GER,MF,Heidenheim,24.0,1999.0,15.2,1.18,0.79,0.33,0.66,0.2,0.53,1.25,42.1,0.72,1.84,0.26,1.58,0.66,1.84,1.25,0.0
Alassane Pléa,FRA,FW,M'Gladbach,31.0,1993.0,19.4,0.77,0.31,0.26,0.36,0.15,0.31,0.72,42.9,0.41,0.41,0.0,0.41,0.05,0.82,0.15,0.0
Ole Pohlmann,GER,MF,Dortmund,23.0,2001.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sebastian Polter,GER,FW,Darmstadt 98,33.0,1991.0,5.0,0.2,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.2,1.0,0.2,0.8,0.0,0.2,0.8,0.0
Yussuf Poulsen,DEN,FW,RB Leipzig,29.0,1994.0,12.9,0.93,0.62,0.08,0.62,0.23,0.23,1.01,23.1,0.78,1.01,0.23,0.78,0.31,1.24,1.16,0.0
Grischa Prömel,GER,MF,Hoffenheim,29.0,1995.0,21.1,1.42,0.85,0.47,0.66,0.28,0.57,1.42,40.0,0.85,1.0,0.24,0.76,0.9,2.32,1.71,0.0
Gustavo Puerta,COL,DF,Leverkusen,20.0,2003.0,0.3,16.7,10.0,6.67,6.67,3.33,3.33,3.33,100.0,0.0,6.67,0.0,6.67,0.0,16.7,0.0,0.0
Luca Raimund,GER,FW,Stuttgart,19.0,2005.0,0.3,10.0,3.33,6.67,3.33,0.0,0.0,0.0,,0.0,6.67,0.0,6.67,0.0,10.0,0.0,0.0
Grant Ranos,ARM,MF,M'Gladbach,20.0,2003.0,0.5,2.0,0.0,0.0,0.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Nicolai Rapp,GER,DF,Werder Bremen,27.0,1996.0,0.8,3.75,2.5,2.5,1.25,0.0,2.5,2.5,100.0,0.0,2.5,0.0,2.5,2.5,6.25,10.0,0.0
David Raum,GER,DF,RB Leipzig,26.0,1998.0,29.4,1.94,1.16,0.78,0.99,0.17,1.16,1.97,58.6,0.82,1.73,0.31,1.43,0.92,2.86,2.65,0.07
Rocco Reitz,GER,MF,M'Gladbach,21.0,2002.0,20.9,2.34,1.29,1.2,1.0,0.14,1.15,2.25,51.1,1.1,2.68,0.91,1.77,1.87,4.21,1.39,0.05
Marco Reus,GER,MF,Dortmund,34.0,1989.0,15.2,2.04,1.51,1.05,0.86,0.13,0.59,1.32,45.0,0.72,0.99,0.13,0.86,0.33,2.37,1.05,0.0
Elvis Rexhbeçaj,GER,MF,Augsburg,26.0,1997.0,22.1,1.36,0.86,0.63,0.59,0.14,0.81,1.63,50.0,0.81,1.45,0.32,1.13,0.9,2.26,0.9,0.0
Gio Reyna,USA,MF,Dortmund,21.0,2002.0,3.1,2.9,1.94,0.97,1.29,0.65,0.65,1.61,40.0,0.97,1.61,0.32,1.29,0.65,3.55,1.61,0.0
Marco Richter,GER,MF,Mainz 05,26.0,1997.0,7.9,1.27,0.51,0.63,0.38,0.25,0.51,1.39,36.4,0.89,1.14,0.0,1.14,0.25,1.52,0.13,0.0
Clemens Riedel,GER,DF,Darmstadt 98,20.0,2003.0,8.4,2.62,1.55,1.9,0.6,0.12,1.79,2.86,62.5,1.07,1.31,0.36,0.95,1.31,3.93,3.1,0.0
Manuel Riemann,GER,GK,Bochum,35.0,1988.0,30.0,0.07,0.03,0.07,0.0,0.0,0.07,0.13,50.0,0.07,0.0,0.0,0.0,0.03,0.1,0.73,0.03
Sebastian Rode,GER,MF,Eint Frankfurt,33.0,1990.0,0.7,8.57,5.71,0.0,7.14,1.43,5.71,8.57,66.7,2.86,0.0,0.0,0.0,1.43,10.0,1.43,0.0
Rogério,BRA,DF,Wolfsburg,26.0,1998.0,10.1,1.39,0.59,0.69,0.5,0.2,0.99,1.39,71.4,0.4,1.58,0.5,1.09,0.5,1.88,2.28,0.1
Merlin Röhl,GER,MF,Freiburg,21.0,2002.0,16.4,1.28,0.79,0.61,0.55,0.12,0.49,1.28,38.1,0.79,1.65,0.18,1.46,0.55,1.83,1.34,0.0
Frank Ronstadt,GER,DF,Darmstadt 98,26.0,1997.0,0.8,1.25,0.0,0.0,1.25,0.0,0.0,1.25,0.0,1.25,1.25,0.0,1.25,1.25,2.5,3.75,0.0
Anthony Rouault,FRA,DF,Stuttgart,22.0,2001.0,10.2,2.06,1.18,1.37,0.49,0.2,1.27,1.96,65.0,0.69,1.37,0.78,0.59,0.78,2.84,2.55,0.0
Jérôme Roussillon,FRA,DF,Union Berlin,31.0,1993.0,7.7,1.95,1.04,0.78,0.78,0.39,0.91,1.43,63.6,0.52,1.69,0.52,1.17,0.65,2.6,3.25,0.0
Fabian Rüdlin,GER,MF,Freiburg,27.0,1997.0,0.1,10.0,0.0,0.0,0.0,10.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
Julian Ryerson,NOR,DF,Dortmund,26.0,1997.0,18.8,2.13,1.17,1.38,0.59,0.16,1.38,2.34,59.1,0.96,1.54,0.37,1.17,0.53,2.66,1.86,0.16
Frederik Rønnow,DEN,GK,Union Berlin,31.0,1992.0,30.0,0.03,0.03,0.03,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.03,0.07,0.67,0.07
Marcel Sabitzer,AUT,MF,Dortmund,30.0,1994.0,20.6,1.84,1.12,0.87,0.92,0.05,1.07,1.99,53.7,0.92,1.46,0.58,0.87,0.53,2.38,1.6,0.0
Roland Sallai,HUN,FW,Freiburg,26.0,1997.0,17.8,0.84,0.45,0.28,0.28,0.28,0.39,0.96,41.2,0.56,1.07,0.06,1.01,0.28,1.12,1.29,0.0
Diadie Samassékou,MLI,MF,Hoffenheim,28.0,1996.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Jadon Sancho,ENG,FW,Dortmund,24.0,2000.0,9.2,0.54,0.43,0.11,0.33,0.11,0.0,0.33,0.0,0.33,0.98,0.0,0.98,0.33,0.87,0.65,0.0
Leroy Sané,GER,FW,Bayern Munich,28.0,1996.0,23.5,0.64,0.34,0.26,0.26,0.13,0.17,0.81,21.1,0.64,0.51,0.0,0.51,0.3,0.94,0.13,0.0
Amin Sarr,SWE,FW,Wolfsburg,23.0,2001.0,4.3,0.7,0.47,0.23,0.47,0.0,0.23,0.47,50.0,0.23,1.4,0.23,1.16,0.47,1.16,0.23,0.0
Bouna Sarr,SEN,DF,Bayern Munich,32.0,1992.0,1.2,1.67,0.0,0.83,0.83,0.0,1.67,1.67,100.0,0.0,2.5,0.0,2.5,0.0,1.67,0.83,0.0
Joe Scally,USA,DF,M'Gladbach,21.0,2002.0,22.8,1.62,1.1,0.79,0.7,0.13,0.92,1.67,55.3,0.75,1.18,0.44,0.75,0.75,2.37,3.16,0.09
András Schäfer,HUN,MF,Union Berlin,25.0,1999.0,11.0,2.27,1.18,0.64,1.18,0.45,0.82,1.64,50.0,0.82,1.64,0.09,1.55,1.55,3.82,1.55,0.0
Patrik Schick,CZE,FW,Leverkusen,28.0,1996.0,10.1,0.5,0.3,0.0,0.2,0.3,0.0,0.4,0.0,0.4,0.2,0.0,0.2,0.1,0.59,0.59,0.0
Stefan Schimmer,GER,MF,Heidenheim,30.0,1994.0,1.6,0.63,0.63,0.0,0.63,0.0,0.0,1.88,0.0,1.88,1.25,0.0,1.25,0.63,1.25,3.75,0.0
Xaver Schlager,AUT,MF,RB Leipzig,26.0,1997.0,27.4,2.92,1.82,1.24,1.39,0.29,0.77,1.93,39.6,1.17,1.5,0.29,1.2,0.69,3.61,0.95,0.0
Keven Schlotterbeck,GER,DF,Bochum,27.0,1997.0,21.3,1.5,0.8,0.94,0.52,0.05,0.89,1.13,79.2,0.23,1.46,1.03,0.42,1.31,2.82,4.13,0.05
Nico Schlotterbeck,GER,DF,Dortmund,24.0,1999.0,29.5,2.17,1.59,1.22,0.81,0.14,1.25,1.93,64.9,0.68,1.66,0.78,0.88,1.39,3.56,3.19,0.1
Romano Schmid,AUT,MF,Werder Bremen,24.0,2000.0,25.9,1.2,0.66,0.23,0.73,0.23,0.46,1.47,31.6,1.0,1.39,0.27,1.12,0.35,1.54,0.62,0.08
Kenneth Schmidt,GER,DF,Freiburg,21.0,2002.0,0.8,2.5,2.5,2.5,0.0,0.0,2.5,5.0,50.0,2.5,1.25,0.0,1.25,1.25,3.75,2.5,0.0
Benno Schmitz,GER,DF,Köln,29.0,1994.0,11.3,1.86,1.06,1.5,0.35,0.0,1.15,2.57,44.8,1.42,1.59,0.35,1.24,0.62,2.48,2.39,0.0
Fabian Schnellhardt,GER,MF,Darmstadt 98,30.0,1994.0,2.5,1.6,0.4,0.8,0.4,0.4,0.4,1.2,33.3,0.8,0.4,0.0,0.4,1.6,3.2,2.0,0.0
Jan Schöppner,GER,MF,Heidenheim,24.0,1999.0,19.2,2.4,1.3,1.3,0.99,0.1,1.04,1.98,52.6,0.94,1.67,0.31,1.35,1.2,3.59,2.4,0.0
Marcel Schuhen,GER,GK,Darmstadt 98,31.0,1993.0,30.0,0.03,0.0,0.03,0.0,0.0,0.03,0.1,33.3,0.07,0.0,0.0,0.0,0.07,0.1,0.37,0.13
Marvin Schwäbe,GER,GK,Köln,29.0,1995.0,31.0,0.03,0.0,0.03,0.0,0.0,0.03,0.03,100.0,0.0,0.0,0.0,0.0,0.0,0.03,0.32,0.03
Alexander Schwolow,GER,GK,Union Berlin,31.0,1992.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Nicolas Seiwald,AUT,MF,RB Leipzig,22.0,2001.0,5.4,4.07,2.59,2.22,1.48,0.37,1.48,2.59,57.1,1.11,1.85,0.19,1.67,1.11,5.19,1.67,0.0
Davie Selke,GER,FW,Köln,29.0,1995.0,14.1,0.28,0.14,0.07,0.21,0.0,0.0,0.14,0.0,0.14,0.35,0.21,0.14,0.0,0.28,1.42,0.0
Benjamin Šeško,SVN,FW,RB Leipzig,20.0,2003.0,14.8,0.88,0.34,0.14,0.47,0.27,0.14,0.61,22.2,0.47,1.55,0.14,1.42,0.2,1.08,1.49,0.0
Kevin Sessa,GER,MF,Heidenheim,23.0,2000.0,8.8,1.7,1.02,0.91,0.57,0.23,0.8,1.82,43.8,1.02,1.25,0.11,1.14,0.45,2.16,1.59,0.0
Aaron Seydel,GER,FW,Darmstadt 98,28.0,1996.0,5.9,0.51,0.34,0.0,0.34,0.17,0.0,0.34,0.0,0.34,1.36,0.34,1.02,0.0,0.51,1.53,0.0
Tim Siersleben,GER,DF,Heidenheim,24.0,2000.0,10.1,2.67,1.09,2.08,0.59,0.0,0.79,1.98,40.0,1.19,1.58,0.99,0.59,2.08,4.75,2.87,0.1
Kiliann Sildillia,FRA,DF,Freiburg,21.0,2002.0,20.1,2.14,0.95,1.39,0.4,0.35,1.29,2.09,61.9,0.8,1.64,0.75,0.9,1.09,3.23,3.18,0.0
Mohamed Simakan,FRA,DF,RB Leipzig,24.0,2000.0,22.6,2.12,1.28,1.24,0.84,0.04,1.42,1.9,74.4,0.49,1.59,0.62,0.97,1.19,3.32,2.92,0.0
Xavi Simons,NED,MF,RB Leipzig,21.0,2003.0,27.7,1.05,0.58,0.32,0.4,0.32,0.54,1.08,50.0,0.54,0.83,0.0,0.83,0.54,1.59,0.14,0.0
Tim Skarke,GER,FW,Darmstadt 98,27.0,1996.0,24.1,0.91,0.54,0.5,0.29,0.12,0.41,1.12,37.0,0.71,0.95,0.08,0.87,0.25,1.16,0.79,0.0
Ellyes Skhiri,TUN,MF,Eint Frankfurt,28.0,1995.0,21.6,1.81,1.02,0.69,0.88,0.23,0.88,1.62,54.3,0.74,1.34,0.19,1.16,1.62,3.43,1.99,0.09
Robert Skov,DEN,DF,Hoffenheim,27.0,1996.0,14.0,1.71,1.14,1.07,0.57,0.07,1.21,2.57,47.2,1.36,1.21,0.29,0.93,0.71,2.43,1.64,0.07
Hrvoje Smolčić,CRO,DF,Eint Frankfurt,23.0,2000.0,3.9,1.79,0.77,1.79,0.0,0.0,1.03,1.28,80.0,0.26,0.77,0.26,0.51,1.54,3.33,5.9,0.26
Danilo Soares,BRA,DF,Bochum,32.0,1991.0,3.9,2.56,1.54,1.28,0.77,0.51,1.28,2.05,62.5,0.77,1.54,0.0,1.54,1.79,4.36,2.82,0.0
Borna Sosa,CRO,FW,Stuttgart,26.0,1998.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anton Stach,GER,MF,Hoffenheim,25.0,1998.0,23.5,2.94,1.7,1.62,1.06,0.26,1.4,2.6,54.1,1.19,1.49,0.51,0.98,2.85,5.79,2.72,0.04
Anton Stach,GER,MF,Mainz 05,25.0,1998.0,1.9,1.58,0.0,1.05,0.0,0.53,1.05,2.11,50.0,1.05,2.63,0.0,2.63,1.05,2.63,2.63,0.0
Jens Stage,DEN,MF,Werder Bremen,27.0,1996.0,24.9,2.01,0.88,0.8,0.88,0.32,0.68,1.65,41.5,0.96,1.69,0.92,0.76,0.88,2.89,2.17,0.0
Josip Stanišić,CRO,DF,Leverkusen,24.0,2000.0,12.9,2.79,1.47,1.47,0.93,0.39,1.63,2.48,65.6,0.85,1.16,0.23,0.93,0.62,3.41,1.86,0.0
Niklas Stark,GER,DF,Werder Bremen,29.0,1995.0,11.8,2.12,1.27,1.02,0.93,0.17,0.93,1.36,68.8,0.42,1.19,0.59,0.59,1.61,3.73,5.08,0.08
Pascal Stenzel,GER,DF,Stuttgart,28.0,1996.0,11.4,1.58,0.7,0.61,0.79,0.18,0.88,2.54,34.5,1.67,1.84,0.61,1.23,1.23,2.81,2.28,0.0
Leonidas Stergiou,SUI,DF,Stuttgart,22.0,2002.0,4.6,2.39,1.09,0.87,1.52,0.0,1.52,1.96,77.8,0.43,0.87,0.0,0.87,0.87,3.26,2.17,0.0
Angelo Stiller,GER,MF,Hoffenheim,23.0,2001.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,1.11,0.0,1.11,2.22,0.0,2.22,0.0,0.0,3.33,0.0
Angelo Stiller,GER,MF,Stuttgart,23.0,2001.0,26.9,1.75,1.04,0.52,1.04,0.19,0.78,1.38,56.8,0.59,1.34,0.41,0.93,1.04,2.79,0.86,0.07
Kevin Stöger,AUT,MF,Bochum,30.0,1993.0,26.6,1.73,1.05,0.71,0.75,0.26,0.9,2.26,40.0,1.35,1.62,0.15,1.47,0.68,2.41,0.56,0.0
Filip Stojilković,SUI,FW,Darmstadt 98,24.0,2000.0,1.7,0.59,0.59,0.0,0.0,0.59,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.59,0.59,0.0
Niklas Süle,GER,DF,Dortmund,28.0,1995.0,14.8,0.95,0.54,0.68,0.2,0.07,0.47,0.81,58.3,0.34,1.35,0.74,0.61,1.55,2.5,3.65,0.14
Mattias Svanberg,SWE,MF,Wolfsburg,25.0,1999.0,19.1,1.94,0.89,0.42,0.99,0.52,0.63,1.99,31.6,1.36,1.31,0.26,1.05,1.1,3.04,1.47,0.0
Attila Szalai,HUN,DF,Hoffenheim,26.0,1998.0,3.2,0.94,0.31,0.94,0.0,0.0,0.31,1.25,25.0,0.94,1.88,0.63,1.25,0.31,1.25,2.19,0.0
Attila Szalai,HUN,DF,Freiburg,26.0,1998.0,1.1,0.91,0.91,0.91,0.0,0.0,0.91,1.82,50.0,0.91,4.55,1.82,2.73,0.91,1.82,10.0,0.91
Jonathan Tah,GER,DF,Leverkusen,28.0,1996.0,27.0,0.67,0.3,0.33,0.26,0.07,0.19,0.59,31.3,0.41,0.93,0.74,0.19,0.67,1.33,3.37,0.04
Edmond Tapsoba,BFA,DF,Leverkusen,25.0,1999.0,20.2,1.44,1.14,0.69,0.64,0.1,0.59,0.89,66.7,0.3,0.84,0.45,0.4,0.84,2.28,2.28,0.15
Mathys Tel,FRA,FW,Bayern Munich,19.0,2005.0,9.0,1.11,0.22,0.22,0.33,0.56,0.44,0.56,80.0,0.11,1.22,0.0,1.22,0.67,1.78,0.56,0.0
Nathan Tella,NGA,DF,Leverkusen,24.0,1999.0,7.4,1.49,1.08,0.81,0.54,0.14,0.54,0.95,57.1,0.41,1.35,0.0,1.35,0.41,1.89,1.08,0.0
Norman Theuerkauf,GER,MF,Heidenheim,37.0,1987.0,12.9,1.71,1.09,0.85,0.54,0.31,1.01,1.63,61.9,0.62,1.09,0.39,0.7,1.01,2.71,1.47,0.0
Jan Thielmann,GER,FW,Köln,21.0,2002.0,16.3,1.72,1.1,0.8,0.55,0.37,0.74,1.35,54.5,0.61,1.84,0.31,1.53,0.37,2.09,1.72,0.0
Denis Thomalla,GER,MF,Heidenheim,31.0,1992.0,4.6,1.74,1.3,0.87,0.87,0.0,1.09,2.39,45.5,1.3,0.43,0.22,0.22,0.87,2.61,2.39,0.0
Phillip Tietz,GER,FW,Augsburg,26.0,1997.0,24.0,0.92,0.54,0.29,0.54,0.08,0.25,0.58,42.9,0.33,0.67,0.13,0.54,0.25,1.17,1.42,0.0
Steffen Tigges,GER,FW,Köln,25.0,1998.0,6.2,1.13,0.81,0.65,0.32,0.16,0.32,0.81,40.0,0.48,0.48,0.32,0.16,0.16,1.29,1.45,0.0
Umut Tohumcu,GER,MF,Hoffenheim,19.0,2004.0,10.4,1.25,0.96,0.87,0.38,0.0,0.58,1.73,33.3,1.15,0.96,0.1,0.87,0.48,1.73,1.15,0.0
Tiago Tomás,POR,FW,Wolfsburg,21.0,2002.0,11.3,0.44,0.18,0.27,0.0,0.18,0.09,0.53,16.7,0.44,1.15,0.0,1.15,0.27,0.71,0.8,0.0
Fabio Torsiello,ITA,FW,Darmstadt 98,19.0,2005.0,1.6,0.63,0.0,0.63,0.0,0.0,0.63,4.38,14.3,3.75,0.63,0.0,0.63,0.63,1.25,0.63,0.0
Lucas Tousart,FRA,MF,Union Berlin,27.0,1997.0,15.6,1.99,1.22,0.83,1.03,0.13,0.83,1.99,41.9,1.15,1.86,0.58,1.28,1.6,3.59,2.12,0.0
Omar Traoré,GER,DF,Heidenheim,26.0,1998.0,24.5,2.24,1.22,1.22,0.78,0.24,1.18,2.16,54.7,0.98,1.14,0.24,0.9,1.51,3.76,1.76,0.04
Kevin Trapp,GER,GK,Eint Frankfurt,33.0,1990.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.03,0.03,0.31,0.03
Christopher Trimmel,AUT,DF,Union Berlin,37.0,1987.0,16.5,1.33,0.91,0.67,0.61,0.06,0.79,1.82,43.3,1.03,0.79,0.18,0.61,0.67,2.0,2.97,0.0
Tuta,BRA,DF,Eint Frankfurt,24.0,1999.0,25.9,2.16,1.16,1.35,0.62,0.19,1.43,2.16,66.1,0.73,1.08,0.46,0.62,1.27,3.44,3.63,0.0
Lukas Ullrich,GER,DF,M'Gladbach,20.0,2004.0,0.2,5.0,0.0,5.0,0.0,0.0,5.0,15.0,33.3,10.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0
Sven Ulreich,GER,GK,Bayern Munich,35.0,1988.0,11.0,0.09,0.0,0.09,0.0,0.0,0.09,0.09,100.0,0.0,0.0,0.0,0.0,0.0,0.09,0.27,0.18
Deniz Undav,GER,FW,Stuttgart,27.0,1996.0,20.3,1.13,0.49,0.3,0.34,0.49,0.2,0.74,26.7,0.54,0.79,0.0,0.79,0.3,1.43,0.25,0.0
Dayot Upamecano,FRA,DF,Bayern Munich,25.0,1998.0,17.1,1.64,0.99,0.94,0.58,0.12,0.82,1.58,51.9,0.76,0.82,0.35,0.47,0.99,2.63,2.69,0.18
Mark Uth,GER,MF,Köln,32.0,1991.0,3.3,1.82,0.91,0.61,0.91,0.3,0.61,2.73,22.2,2.12,1.52,0.0,1.52,0.3,2.12,0.3,0.0
Josha Vagnoman,GER,DF,Stuttgart,23.0,2000.0,13.1,2.14,1.37,1.15,0.84,0.15,1.15,2.29,50.0,1.15,0.84,0.38,0.46,0.15,2.29,1.22,0.08
Ruben Vargas,SUI,MF,Augsburg,25.0,1998.0,20.7,1.11,0.48,0.29,0.48,0.34,0.48,1.21,40.0,0.72,0.92,0.19,0.72,0.34,1.45,0.77,0.0
Miloš Veljković,SRB,DF,Werder Bremen,28.0,1995.0,18.5,1.35,0.7,0.76,0.54,0.05,0.81,1.51,53.6,0.7,1.46,0.92,0.54,0.76,2.11,2.81,0.0
Yorbe Vertessen,BEL,FW,Union Berlin,23.0,2001.0,5.4,0.37,0.19,0.0,0.37,0.0,0.19,0.74,25.0,0.56,1.3,0.0,1.3,0.19,0.56,0.37,0.0
Oscar Vilhelmsson,SWE,FW,Darmstadt 98,20.0,2003.0,13.4,0.75,0.3,0.07,0.45,0.22,0.45,0.67,66.7,0.22,0.97,0.37,0.6,0.22,0.97,1.19,0.0
Kevin Vogt,GER,DF,Hoffenheim,32.0,1991.0,14.7,0.95,0.68,0.48,0.48,0.0,0.54,0.88,61.5,0.34,1.09,0.88,0.2,0.61,1.56,3.67,0.0
Kevin Vogt,GER,DF,Union Berlin,32.0,1991.0,14.2,0.63,0.56,0.42,0.21,0.0,0.42,0.77,54.5,0.35,1.34,0.92,0.42,0.42,1.06,4.86,0.14
Kevin Volland,GER,FW,Union Berlin,31.0,1992.0,13.5,1.56,0.59,0.59,0.52,0.44,0.59,1.41,42.1,0.81,0.59,0.0,0.59,0.37,1.93,0.81,0.0
Aster Vranckx,BEL,MF,Wolfsburg,21.0,2002.0,12.8,2.5,1.17,0.86,0.86,0.78,1.17,2.19,53.6,1.02,1.33,0.47,0.86,1.09,3.59,2.27,0.0
Luca Waldschmidt,GER,FW,Köln,27.0,1996.0,11.6,1.55,0.95,0.34,0.95,0.26,0.43,1.38,31.3,0.95,1.38,0.26,1.12,0.52,2.07,0.69,0.09
Wout Weghorst,NED,FW,Hoffenheim,31.0,1992.0,21.9,0.59,0.27,0.18,0.32,0.09,0.41,0.68,60.0,0.27,1.14,0.37,0.78,0.27,0.87,1.1,0.0
Julian Weigl,GER,MF,M'Gladbach,28.0,1995.0,27.7,2.09,1.3,0.87,1.08,0.14,1.26,1.99,63.6,0.72,1.62,0.47,1.16,1.48,3.57,2.06,0.04
Nelson Weiper,GER,FW,Mainz 05,19.0,2005.0,1.2,0.83,0.0,0.83,0.0,0.0,0.83,1.67,50.0,0.83,0.83,0.0,0.83,0.83,1.67,0.0,0.0
Mitchell Weiser,GER,DF,Werder Bremen,30.0,1994.0,26.3,2.24,1.37,1.03,0.95,0.27,1.18,1.98,59.6,0.8,1.25,0.19,1.06,0.61,2.85,1.44,0.0
Noah Weißhaupt,GER,DF,Freiburg,22.0,2001.0,7.9,0.76,0.25,0.38,0.0,0.38,0.25,1.01,25.0,0.76,0.89,0.0,0.89,1.01,1.77,1.27,0.0
Timo Werner,GER,FW,RB Leipzig,28.0,1996.0,2.3,0.87,0.43,0.0,0.43,0.43,0.0,0.0,,0.0,0.43,0.0,0.43,0.43,1.3,0.0,0.0
Silvan Widmer,SUI,DF,Mainz 05,31.0,1993.0,11.4,1.58,0.79,0.79,0.53,0.26,1.23,2.19,56.0,0.96,1.23,0.44,0.79,1.23,2.81,2.54,0.0
Patrick Wimmer,AUT,FW,Wolfsburg,22.0,2001.0,5.0,2.4,1.0,1.0,1.0,0.4,1.6,3.4,47.1,1.8,2.6,0.0,2.6,0.4,2.8,1.4,0.0
Jonas Wind,DEN,FW,Wolfsburg,25.0,1999.0,26.8,0.41,0.34,0.15,0.15,0.11,0.22,0.56,40.0,0.34,0.45,0.15,0.3,0.11,0.52,0.75,0.0
Florian Wirtz,GER,MF,Leverkusen,21.0,2003.0,26.0,1.0,0.69,0.27,0.5,0.23,0.35,1.08,32.1,0.73,1.38,0.08,1.31,0.35,1.35,0.12,0.0
Maximilian Wittek,GER,DF,Bochum,28.0,1995.0,9.3,2.15,1.51,0.86,1.08,0.22,1.18,2.04,57.9,0.86,1.08,0.11,0.97,1.83,3.98,2.15,0.0
Maximilian Wöber,AUT,DF,M'Gladbach,26.0,1998.0,23.0,2.87,1.35,1.74,1.09,0.04,1.35,2.3,58.5,0.96,2.04,1.13,0.91,1.65,4.52,4.83,0.0
Marius Wolf,GER,DF,Dortmund,28.0,1995.0,11.1,1.53,0.99,0.54,0.9,0.09,0.81,1.8,45.0,0.99,0.81,0.0,0.81,0.63,2.16,1.44,0.0
Nick Woltemade,GER,FW,Werder Bremen,22.0,2002.0,10.8,2.69,1.85,0.56,1.67,0.46,1.39,1.85,75.0,0.46,0.74,0.0,0.74,0.28,2.96,1.48,0.0
Jeong Woo-yeong,KOR,MF,Stuttgart,24.0,1999.0,6.2,2.26,1.45,0.81,1.29,0.16,0.81,1.13,71.4,0.32,0.81,0.0,0.81,0.81,3.06,0.81,0.0
Granit Xhaka,SUI,MF,Leverkusen,31.0,1992.0,29.4,0.95,0.68,0.37,0.44,0.14,0.27,0.95,28.6,0.68,0.99,0.27,0.71,0.58,1.53,1.36,0.0
Dan-Axel Zagadou,FRA,DF,Stuttgart,24.0,1999.0,16.1,1.3,0.87,0.99,0.31,0.0,0.25,0.5,50.0,0.25,1.43,1.12,0.31,1.24,2.55,4.84,0.06
Bryan Zaragoza,ESP,FW,Bayern Munich,23.0,2001.0,0.8,2.5,2.5,2.5,0.0,0.0,1.25,1.25,100.0,0.0,0.0,0.0,0.0,2.5,5.0,0.0,0.0
Robin Zentner,GER,GK,Mainz 05,29.0,1994.0,27.0,0.07,0.07,0.07,0.0,0.0,0.07,0.19,40.0,0.11,0.04,0.0,0.04,0.04,0.11,0.59,0.04
Cedric Zesiger,SUI,DF,Wolfsburg,25.0,1998.0,16.4,0.98,0.37,0.67,0.18,0.12,0.61,1.34,45.5,0.73,1.95,1.28,0.67,0.67,1.65,4.88,0.06
Michael Zetterer,GER,GK,Werder Bremen,28.0,1995.0,24.0,0.13,0.04,0.13,0.0,0.0,0.13,0.13,100.0,0.0,0.0,0.0,0.0,0.0,0.13,0.25,0.13
