Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls/90,Ast/90,G+A/90,G-PK/90,G+A-PK/90,xG/90,xAG/90,xG+xAG/90,npxG/90,npxG+xAG/90
Michail Antonio,JAM,FW,West Ham,34,1990,23,18,1472,16.4,6,2,8,6,0,0,6,0,5.5,5.5,0.9,6.3,45,21,96,0.37,0.12,0.49,0.37,0.49,0.33,0.05,0.39,0.33,0.39
Antony,BRA,FW,Manchester Utd,24,2000,27,14,1244,13.8,1,1,2,1,0,0,5,0,3.3,3.3,2.7,6.1,51,63,142,0.07,0.07,0.14,0.07,0.14,0.24,0.20,0.44,0.24,0.44
Oliver Arblaster,ENG,MF,Sheffield Utd,19,2004,9,8,730,8.1,0,0,0,0,0,0,1,0,0.0,0.0,0.3,0.3,11,31,3,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04
Cameron Archer,ENG,FW,Sheffield Utd,22,2001,26,18,1618,18.0,4,1,5,4,0,0,1,0,4.4,4.4,2.7,7.1,31,15,98,0.22,0.06,0.28,0.22,0.28,0.25,0.15,0.40,0.25,0.40
Cameron Archer,ENG,MF,Aston Villa,22,2001,1,0,6,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Alphonse Areola,FRA,GK,West Ham,31,1993,28,28,2429,27.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Lorenz Assignon,TOG,DF,Burnley,23,2000,12,12,1009,11.2,1,2,3,1,0,0,4,1,0.3,0.3,2.6,2.9,32,29,43,0.09,0.18,0.27,0.09,0.27,0.03,0.23,0.26,0.03,0.26
Serge Aurier,CIV,DF,Nott'ham Forest,31,1992,12,10,833,9.3,0,2,2,0,0,0,2,0,0.2,0.2,0.5,0.6,10,47,29,0.00,0.22,0.22,0.00,0.22,0.02,0.05,0.07,0.02,0.07
Taiwo Awoniyi,NGA,FW,Nott'ham Forest,26,1997,17,12,1024,11.4,6,3,9,6,0,0,2,0,4.7,4.7,1.7,6.4,8,14,43,0.53,0.26,0.79,0.53,0.79,0.42,0.15,0.57,0.42,0.57
Jordan Ayew,GHA,FW,Crystal Palace,32,1991,33,30,2534,28.2,4,7,11,4,0,0,9,1,3.8,3.8,4.2,8.0,74,63,173,0.14,0.25,0.39,0.14,0.39,0.14,0.15,0.28,0.14,0.28
Benoît Badiashile,FRA,DF,Chelsea,23,2001,13,10,921,10.2,0,1,1,0,0,0,2,0,0.2,0.2,1.5,1.7,1,37,2,0.00,0.10,0.10,0.00,0.10,0.02,0.14,0.17,0.02,0.17
Leon Bailey,JAM,MF,Aston Villa,26,1997,33,20,1888,21.0,10,9,19,10,0,0,5,0,6.1,6.1,7.9,14.0,100,75,220,0.48,0.43,0.91,0.48,0.91,0.29,0.38,0.67,0.29,0.67
George Baldock,GRE,DF,Sheffield Utd,31,1993,13,11,969,10.8,0,1,1,0,0,0,4,0,0.0,0.0,0.8,0.8,9,31,24,0.00,0.09,0.09,0.00,0.09,0.00,0.07,0.08,0.00,0.08
Carlos Baleba,CMR,MF,Brighton,20,2004,23,14,1217,13.5,0,0,0,0,0,0,7,0,0.8,0.8,0.2,0.9,17,46,9,0.00,0.00,0.00,0.00,0.00,0.06,0.01,0.07,0.06,0.07
Fodé Ballo-Touré,SEN,DF,Fulham,27,1997,5,0,58,0.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,5,0,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Shandon Baptiste,GRN,MF,Brentford,26,1998,10,2,229,2.5,1,1,2,1,0,0,1,0,0.9,0.9,0.2,1.1,3,5,1,0.39,0.39,0.79,0.39,0.79,0.35,0.08,0.43,0.35,0.43
Valentín Barco,ARG,DF,Brighton,19,2004,3,2,181,2.0,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,5,6,9,0.00,0.00,0.00,0.00,0.00,0.03,0.06,0.08,0.03,0.08
Ross Barkley,ENG,MF,Luton Town,30,1993,30,28,2490,27.7,5,4,9,5,0,0,5,0,4.0,4.0,3.7,7.7,45,150,36,0.18,0.14,0.33,0.18,0.33,0.14,0.13,0.28,0.14,0.28
Harvey Barnes,ENG,FW,Newcastle Utd,26,1997,17,6,676,7.5,4,3,7,4,0,0,1,0,2.7,2.7,3.1,5.8,38,27,66,0.53,0.40,0.93,0.53,0.93,0.36,0.41,0.77,0.36,0.77
Chris Basham,ENG,DF,Sheffield Utd,35,1988,8,3,321,3.6,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.4,1,7,6,0.00,0.00,0.00,0.00,0.00,0.04,0.07,0.10,0.04,0.10
Calvin Bassey,NGA,DF,Fulham,24,1999,26,22,2033,22.6,1,0,1,1,0,0,5,1,0.3,0.3,0.0,0.4,13,57,4,0.04,0.00,0.04,0.04,0.04,0.01,0.00,0.02,0.01,0.02
Owen Beck,WAL,DF,Liverpool,21,2002,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Donny van de Beek,NED,DF,Manchester Utd,27,1997,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.2,0,0,1,0.00,0.00,0.00,0.00,0.00,1.09,4.44,5.54,1.09,5.54
Amari'i Bell,JAM,DF,Luton Town,29,1994,21,21,1720,19.1,0,0,0,0,0,0,0,0,0.3,0.3,0.5,0.7,32,76,10,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.04,0.01,0.04
Jean-Ricner Bellegarde,FRA,MF,Wolves,25,1998,19,9,806,9.0,2,1,3,2,0,0,0,1,1.4,1.4,0.8,2.2,25,37,43,0.22,0.11,0.33,0.22,0.33,0.15,0.09,0.25,0.15,0.25
Anis Ben Slimane,TUN,MF,Sheffield Utd,23,2001,14,4,383,4.3,0,0,0,0,0,0,2,0,0.7,0.7,0.3,1.0,3,10,17,0.00,0.00,0.00,0.00,0.00,0.17,0.07,0.23,0.17,0.23
Saïd Benrahma,ALG,FW,West Ham,28,1995,13,5,620,6.9,0,1,1,0,0,1,1,0,1.8,1.0,1.4,2.5,28,28,70,0.00,0.15,0.15,0.00,0.15,0.27,0.21,0.47,0.15,0.36
Rodrigo Bentancur,URU,MF,Tottenham,26,1997,18,10,772,8.6,1,1,2,1,0,0,6,0,1.2,1.2,0.5,1.7,11,59,29,0.12,0.12,0.23,0.12,0.23,0.14,0.06,0.20,0.14,0.20
Daniel Bentley,ENG,GK,Wolves,30,1993,4,2,293,3.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jóhann Berg Guðmundsson,ISL,MF,Burnley,33,1990,24,12,1118,12.4,1,2,3,1,0,0,2,0,1.8,1.8,2.3,4.1,11,54,62,0.08,0.16,0.24,0.08,0.24,0.14,0.19,0.33,0.14,0.33
Sander Berge,NOR,MF,Burnley,26,1998,34,31,2735,30.4,1,1,2,1,0,0,9,1,1.9,1.9,2.0,3.9,57,141,28,0.03,0.03,0.07,0.03,0.07,0.06,0.07,0.13,0.06,0.13
Luke Berry,ENG,MF,Luton Town,31,1992,15,2,315,3.5,2,1,3,2,0,0,1,0,0.9,0.9,0.3,1.2,1,8,6,0.57,0.29,0.86,0.57,0.86,0.25,0.08,0.33,0.25,0.33
Beto,GNB,FW,Everton,26,1998,28,9,939,10.4,3,0,3,3,0,1,2,0,6.8,6.0,0.9,6.9,14,14,58,0.29,0.00,0.29,0.29,0.29,0.65,0.09,0.74,0.58,0.66
Jordan Beyer,GER,DF,Burnley,23,2000,15,15,1234,13.7,0,1,1,0,0,0,6,0,0.5,0.5,0.3,0.8,9,25,1,0.00,0.07,0.07,0.00,0.07,0.04,0.02,0.06,0.04,0.06
Philip Billing,DEN,MF,Bournemouth,27,1996,27,13,1356,15.1,2,2,4,2,0,0,3,1,2.4,2.4,3.2,5.6,21,52,61,0.13,0.13,0.27,0.13,0.27,0.16,0.21,0.37,0.16,0.37
Yves Bissouma,MLI,MF,Tottenham,27,1996,25,23,1842,20.5,0,0,0,0,0,0,9,2,1.4,1.4,0.4,1.8,41,146,11,0.00,0.00,0.00,0.00,0.00,0.07,0.02,0.09,0.07,0.09
Benicio Boaitey,ENG,DF,Brighton,20,2004,4,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Oscar Bobb,NOR,FW,Manchester City,20,2003,13,2,293,3.3,1,1,2,1,0,0,0,0,1.4,1.4,1.2,2.6,12,24,37,0.31,0.31,0.61,0.31,0.61,0.43,0.38,0.80,0.43,0.80
Jayden Bogle,ENG,DF,Sheffield Utd,23,2000,31,29,2518,28.0,3,0,3,3,0,0,9,0,2.1,2.1,0.8,2.9,31,48,81,0.11,0.00,0.11,0.11,0.11,0.07,0.03,0.10,0.07,0.10
Willy Boly,CIV,DF,Nott'ham Forest,33,1991,17,15,1168,13.0,1,0,1,1,0,0,3,1,1.4,1.4,1.0,2.4,4,23,2,0.08,0.00,0.08,0.08,0.08,0.11,0.07,0.18,0.11,0.18
Sven Botman,NED,DF,Newcastle Utd,24,2000,17,15,1377,15.3,2,2,4,2,0,0,2,0,0.6,0.6,1.0,1.6,0,35,5,0.13,0.13,0.26,0.13,0.26,0.04,0.07,0.11,0.04,0.11
Jarrod Bowen,ENG,FW,West Ham,27,1996,32,32,2839,31.5,16,6,22,16,0,0,2,0,9.9,9.9,4.9,14.8,83,49,176,0.51,0.19,0.70,0.51,0.70,0.31,0.16,0.47,0.31,0.47
Conor Bradley,NIR,DF,Liverpool,20,2003,10,10,733,8.1,1,3,4,1,0,0,2,0,0.9,0.9,1.5,2.3,34,29,63,0.12,0.37,0.49,0.12,0.49,0.11,0.18,0.29,0.11,0.29
Jarrad Branthwaite,ENG,DF,Everton,21,2002,32,32,2846,31.6,3,0,3,3,0,0,8,0,1.7,1.7,0.9,2.6,2,67,6,0.09,0.00,0.09,0.09,0.09,0.05,0.03,0.08,0.05,0.08
Ben Brereton,CHI,FW,Sheffield Utd,25,1999,11,11,856,9.5,5,1,6,5,0,0,3,0,4.3,4.3,1.1,5.4,19,27,60,0.53,0.11,0.63,0.53,0.63,0.45,0.11,0.57,0.45,0.57
Rhian Brewster,ENG,FW,Sheffield Utd,24,2000,11,3,307,3.4,0,0,0,0,0,0,0,1,0.3,0.3,0.1,0.4,1,2,17,0.00,0.00,0.00,0.00,0.00,0.08,0.03,0.11,0.08,0.11
Armando Broja,ALB,FW,Chelsea,22,2001,13,6,454,5.0,1,0,1,1,0,0,0,0,2.4,2.4,0.2,2.5,11,6,37,0.20,0.00,0.20,0.20,0.20,0.47,0.03,0.50,0.47,0.50
Armando Broja,ALB,FW,Fulham,22,2001,7,0,64,0.7,0,1,1,0,0,0,0,0,0.0,0.0,0.4,0.4,2,2,7,0.00,1.41,1.41,0.00,1.41,0.00,0.56,0.56,0.00,0.56
Andre Brooks,ENG,MF,Sheffield Utd,20,2003,17,10,790,8.8,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.4,9,14,21,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05
David Brooks,WAL,FW,Bournemouth,26,1997,13,2,282,3.1,1,1,2,1,0,0,1,0,2.2,2.2,1.0,3.2,8,21,27,0.32,0.32,0.64,0.32,0.64,0.70,0.33,1.03,0.70,1.03
Jacob Brown,SCO,MF,Luton Town,26,1998,19,12,1019,11.3,2,0,2,2,0,0,4,0,2.8,2.8,0.7,3.4,25,19,53,0.18,0.00,0.18,0.18,0.18,0.25,0.06,0.30,0.25,0.30
Josh Brownhill,ENG,MF,Burnley,28,1995,31,22,2152,23.9,4,2,6,4,0,0,3,1,1.9,1.9,1.9,3.9,17,85,32,0.17,0.08,0.25,0.17,0.25,0.08,0.08,0.16,0.08,0.16
Jacob Bruun Larsen,DEN,MF,Burnley,25,1998,29,13,1063,11.8,5,0,5,4,1,1,0,0,4.4,3.6,1.0,4.6,56,33,126,0.42,0.00,0.42,0.34,0.34,0.37,0.08,0.46,0.31,0.39
Hugo Bueno,ESP,DF,Wolves,21,2002,20,6,658,7.3,0,0,0,0,0,0,1,0,0.3,0.3,0.6,0.9,21,7,39,0.00,0.00,0.00,0.00,0.00,0.04,0.08,0.12,0.04,0.12
Santiago Bueno,URU,DF,Wolves,25,1998,10,8,719,8.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3,10,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Facundo Buonanotte,ARG,FW,Brighton,19,2004,24,14,1169,13.0,3,1,4,3,0,0,7,0,2.3,2.3,1.7,4.1,20,35,63,0.23,0.08,0.31,0.23,0.31,0.18,0.13,0.31,0.18,0.31
Reece Burke,ENG,DF,Luton Town,27,1996,20,18,1484,16.5,0,4,4,0,0,0,4,0,1.3,1.3,1.3,2.6,9,54,13,0.00,0.24,0.24,0.00,0.24,0.08,0.08,0.16,0.08,0.16
Dan Burn,ENG,DF,Newcastle Utd,31,1992,29,28,2366,26.3,2,2,4,2,0,0,3,0,2.7,2.7,1.1,3.9,13,68,25,0.08,0.08,0.15,0.08,0.15,0.10,0.04,0.15,0.10,0.15
Mason Burstow,ENG,FW,Chelsea,20,2003,2,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Moisés Caicedo,ECU,MF,Chelsea,22,2001,30,28,2443,27.1,0,1,1,0,0,0,10,0,0.4,0.4,1.5,1.9,19,141,22,0.00,0.04,0.04,0.00,0.04,0.01,0.06,0.07,0.01,0.07
Tom Cairney,SCO,MF,Fulham,33,1991,31,14,1411,15.7,1,4,5,1,0,0,2,0,1.1,1.1,2.1,3.2,34,140,71,0.06,0.26,0.32,0.06,0.32,0.07,0.14,0.20,0.07,0.20
Dominic Calvert-Lewin,ENG,FW,Everton,27,1997,29,23,1940,21.6,6,1,7,5,1,1,1,0,11.3,10.5,1.7,12.2,29,29,104,0.28,0.05,0.32,0.23,0.28,0.52,0.08,0.60,0.49,0.56
Thomas Cannon,IRL,FW,Everton,21,2002,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Diego Carlos,BRA,DF,Aston Villa,31,1993,24,17,1546,17.2,0,0,0,0,0,0,4,0,0.9,0.9,0.1,1.0,4,55,1,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.06,0.05,0.06
Cesare Casadei,ITA,FW,Chelsea,21,2003,7,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.14,0.00,0.14
Casemiro,BRA,MF,Manchester Utd,32,1992,21,20,1622,18.0,1,2,3,1,0,0,5,0,3.2,3.2,0.9,4.1,10,98,35,0.06,0.11,0.17,0.06,0.17,0.18,0.05,0.23,0.18,0.23
Matty Cash,POL,DF,Aston Villa,26,1997,28,23,2077,23.1,2,2,4,2,0,0,7,0,4.2,4.2,2.3,6.5,60,87,93,0.09,0.09,0.17,0.09,0.17,0.18,0.10,0.28,0.18,0.28
Timothy Castagne,BEL,DF,Fulham,28,1995,31,27,2453,27.3,1,3,4,1,0,0,3,0,1.5,1.5,1.9,3.4,45,75,109,0.04,0.11,0.15,0.04,0.15,0.06,0.07,0.13,0.06,0.13
Jonny Castro,ESP,MF,Wolves,30,1994,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Trevoh Chalobah,ENG,DF,Chelsea,24,1999,8,5,510,5.7,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,3,20,7,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
Calum Chambers,ENG,DF,Aston Villa,29,1995,2,0,73,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Youssef Chermiti,POR,FW,Everton,19,2004,15,1,169,1.9,0,0,0,0,0,0,3,0,0.6,0.6,0.6,1.2,2,5,14,0.00,0.00,0.00,0.00,0.00,0.30,0.32,0.62,0.30,0.62
Ben Chilwell,ENG,DF,Chelsea,27,1996,13,9,756,8.4,0,1,1,0,0,0,5,0,1.2,1.2,2.2,3.4,22,25,59,0.00,0.12,0.12,0.00,0.12,0.14,0.26,0.41,0.14,0.41
Tawanda Chirewa,ENG,MF,Wolves,20,2003,7,1,141,1.6,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,1,7,8,0.00,0.00,0.00,0.00,0.00,0.10,0.02,0.12,0.10,0.12
Leon Chiwome,ENG,FW,Wolves,18,2006,3,2,174,1.9,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,2,7,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05
Tahith Chong,NED,MF,Luton Town,24,1999,30,17,1716,19.1,4,0,4,4,0,0,3,0,2.6,2.6,0.5,3.1,44,65,87,0.21,0.00,0.21,0.21,0.21,0.14,0.02,0.16,0.14,0.16
Ryan Christie,SCO,MF,Bournemouth,29,1995,34,32,2648,29.4,0,5,5,0,0,0,5,0,1.9,1.9,5.2,7.2,57,155,74,0.00,0.17,0.17,0.00,0.17,0.07,0.18,0.24,0.07,0.24
Carney Chukwuemeka,ENG,MF,Chelsea,20,2003,9,2,227,2.5,1,1,2,1,0,0,2,0,0.2,0.2,0.3,0.5,4,12,19,0.40,0.40,0.79,0.40,0.79,0.06,0.13,0.19,0.06,0.19
Bobby Clark,ENG,MF,Liverpool,19,2005,5,1,89,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,3,3,7,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.14,0.14,0.14
Jordan Clark,ENG,MF,Luton Town,30,1993,21,13,1183,13.1,1,1,2,1,0,0,3,0,0.9,0.9,1.1,1.9,17,46,36,0.08,0.08,0.15,0.08,0.15,0.07,0.08,0.15,0.07,0.15
Nathaniel Clyne,ENG,DF,Crystal Palace,33,1991,16,11,1081,12.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,9,29,17,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01
Séamus Coleman,IRL,DF,Everton,35,1988,9,5,461,5.1,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,5,17,11,0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.19,0.00,0.19
Nathan Collins,IRL,DF,Brentford,23,2001,30,27,2472,27.5,1,1,2,1,0,0,3,0,1.7,1.7,1.8,3.5,11,90,17,0.04,0.04,0.07,0.04,0.07,0.06,0.07,0.13,0.06,0.13
Levi Colwill,ENG,DF,Chelsea,21,2003,23,20,1797,20.0,1,1,2,1,0,0,2,0,1.3,1.3,1.2,2.5,23,73,27,0.05,0.05,0.10,0.05,0.10,0.06,0.06,0.12,0.06,0.12
Lewis Cook,ENG,MF,Bournemouth,27,1997,30,29,2516,28.0,0,3,3,0,0,0,5,1,0.3,0.3,3.6,3.9,19,131,13,0.00,0.11,0.11,0.00,0.11,0.01,0.13,0.14,0.01,0.14
Jack Cork,ENG,MF,Burnley,34,1989,3,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Maxwel Cornet,CIV,MF,West Ham,27,1996,7,1,112,1.2,1,0,1,1,0,0,0,0,0.4,0.4,0.2,0.6,3,2,8,0.80,0.00,0.80,0.80,0.80,0.32,0.13,0.46,0.32,0.46
Vladimír Coufal,CZE,DF,West Ham,31,1992,33,33,2862,31.8,0,7,7,0,0,0,7,1,0.3,0.3,3.2,3.5,62,111,118,0.00,0.22,0.22,0.00,0.22,0.01,0.10,0.11,0.01,0.11
Philippe Coutinho,BRA,MF,Aston Villa,31,1992,2,0,25,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,5,5,2,0.00,0.00,0.00,0.00,0.00,0.52,0.00,0.52,0.52,0.52
Aaron Cresswell,ENG,DF,West Ham,34,1989,8,3,324,3.6,0,0,0,0,0,0,1,0,0.0,0.0,0.3,0.3,3,22,5,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.09,0.00,0.09
Marc Cucurella,ESP,DF,Chelsea,25,1998,16,15,1332,14.8,0,1,1,0,0,0,8,0,1.1,1.1,1.0,2.1,24,39,61,0.00,0.07,0.07,0.00,0.07,0.08,0.07,0.14,0.08,0.14
