Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls/90,Ast/90,G+A/90,G-PK/90,G+A-PK/90,xG/90,xAG/90,xG+xAG/90,npxG/90,npxG+xAG/90
Téji Savanier,FRA,MF,Montpellier,32,1991,31,31,2701,30.0,8,6,14,1,7,7,7,0,9.0,3.6,6.9,10.4,38,223,104,0.27,0.20,0.47,0.03,0.23,0.30,0.23,0.53,0.12,0.35
Niklas Schmidt,GER,MF,Toulouse,26,1998,20,13,1141,12.7,1,1,2,1,0,0,4,0,1.0,1.0,2.3,3.3,19,95,39,0.08,0.08,0.16,0.08,0.16,0.08,0.18,0.26,0.08,0.26
Jérémy Sebas,MTQ,FW,Strasbourg,21,2003,11,0,217,2.4,2,0,2,2,0,0,0,0,1.0,1.0,0.0,1.0,9,5,23,0.83,0.00,0.83,0.83,0.83,0.39,0.02,0.41,0.39,0.41
Alidu Seidu,GHA,DF,Rennes,23,2000,8,4,346,3.8,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.3,12,12,12,0.00,0.00,0.00,0.00,0.00,0.06,0.02,0.08,0.06,0.08
Alidu Seidu,GHA,DF,Clermont Foot,23,2000,14,13,1131,12.6,0,1,1,0,0,0,5,1,0.1,0.1,0.7,0.7,16,33,3,0.00,0.08,0.08,0.00,0.08,0.01,0.05,0.06,0.01,0.06
Matz Sels,BEL,GK,Strasbourg,32,1992,19,19,1710,19.0,0,0,0,0,0,0,2,0,0.0,0.0,0.5,0.5,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03
Marvin Senaya,TOG,DF,Strasbourg,23,2001,29,20,1897,21.1,1,1,2,1,0,0,5,1,1.1,1.1,2.8,3.9,43,63,74,0.05,0.05,0.09,0.05,0.09,0.05,0.13,0.18,0.05,0.18
Sofiane Sidi Ali,FRA,MF,Marseille,28,1995,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Vincent Sierro,SUI,MF,Toulouse,28,1995,28,23,2091,23.2,6,2,8,2,4,5,8,0,5.7,1.7,1.9,3.6,17,127,64,0.26,0.09,0.34,0.09,0.17,0.24,0.08,0.33,0.07,0.15
Caio Henrique Oliveira Silva,BRA,DF,Monaco,26,1997,6,6,527,5.9,0,4,4,0,0,0,0,0,0.1,0.1,1.1,1.2,15,26,46,0.00,0.68,0.68,0.00,0.68,0.02,0.18,0.21,0.02,0.21
Moses Simon,NGA,FW,Nantes,28,1995,22,21,1788,19.9,3,5,8,2,1,1,0,0,4.1,3.3,3.7,7.0,146,36,214,0.15,0.25,0.40,0.10,0.35,0.21,0.18,0.39,0.17,0.35
Wilfried Singo,CIV,DF,Monaco,23,2000,22,22,1979,22.0,1,1,2,1,0,0,7,1,0.8,0.8,1.0,1.8,35,132,29,0.05,0.05,0.09,0.05,0.09,0.04,0.05,0.08,0.04,0.08
Ayanda Sishuba,BEL,MF,Lens,19,2005,6,0,61,0.7,0,0,0,0,0,0,0,0,0.9,0.9,0.0,0.9,7,1,10,0.00,0.00,0.00,0.00,0.00,1.29,0.04,1.33,1.29,1.33
Ibrahima Sissoko,MLI,MF,Strasbourg,26,1997,25,17,1540,17.1,0,1,1,0,0,0,6,0,1.0,1.0,1.1,2.1,14,75,16,0.00,0.06,0.06,0.00,0.06,0.06,0.07,0.12,0.06,0.12
Moussa Sissoko,FRA,MF,Nantes,34,1989,23,18,1551,17.2,0,0,0,0,0,0,5,0,1.3,1.3,0.9,2.1,25,65,54,0.00,0.00,0.00,0.00,0.00,0.07,0.05,0.12,0.07,0.12
Milan Škriniar,SVK,DF,Paris S-G,29,1995,21,15,1429,15.9,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.2,5,57,1,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01
Naatan Skyttä,FIN,MF,Toulouse,21,2002,7,0,96,1.1,0,0,0,0,0,0,0,0,0.4,0.3,0.1,0.4,1,10,11,0.00,0.00,0.00,0.00,0.00,0.37,0.05,0.42,0.32,0.38
Eduard Sobol,UKR,DF,Strasbourg,29,1995,3,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Emran Soglo,ENG,MF,Marseille,18,2005,3,1,109,1.2,1,1,2,1,0,0,1,0,0.1,0.1,0.2,0.2,1,3,8,0.83,0.83,1.65,0.83,1.65,0.07,0.13,0.20,0.07,0.20
Carlos Soler,ESP,MF,Paris S-G,27,1997,21,10,903,10.0,1,2,3,1,0,0,1,0,1.0,1.0,2.1,3.2,11,51,49,0.10,0.20,0.30,0.10,0.30,0.10,0.21,0.31,0.10,0.31
Florian Sotoca,FRA,MF,Lens,33,1990,29,26,2337,26.0,7,5,12,3,4,4,3,1,8.0,4.8,5.6,10.4,51,136,232,0.27,0.19,0.46,0.12,0.31,0.31,0.22,0.52,0.19,0.40
Issa Soumaré,SEN,FW,Le Havre,23,2000,7,3,237,2.6,0,0,0,0,0,0,0,0,0.4,0.4,0.6,1.0,4,4,18,0.00,0.00,0.00,0.00,0.00,0.14,0.24,0.39,0.14,0.39
Saidou Sow,GUI,DF,Strasbourg,21,2002,10,8,719,8.0,0,1,1,0,0,0,2,0,0.3,0.3,0.5,0.8,1,24,0,0.00,0.13,0.13,0.00,0.13,0.04,0.06,0.10,0.04,0.10
Stijn Spierings,NED,MF,Toulouse,28,1996,21,16,1506,16.7,0,1,1,0,0,0,5,0,0.4,0.4,0.6,1.0,16,156,22,0.00,0.06,0.06,0.00,0.06,0.02,0.03,0.06,0.02,0.06
Stijn Spierings,NED,MF,Lens,28,1996,4,1,118,1.3,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,9,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Benjamin Stambouli,FRA,MF,Reims,33,1990,5,2,191,2.1,0,1,1,0,0,0,2,0,0.0,0.0,0.1,0.1,1,7,1,0.00,0.47,0.47,0.00,0.47,0.01,0.04,0.05,0.01,0.05
Gabriel Suazo,CHI,DF,Toulouse,26,1997,28,25,2192,24.4,0,3,3,0,0,0,5,0,0.7,0.7,2.8,3.4,40,107,153,0.00,0.12,0.12,0.00,0.12,0.03,0.11,0.14,0.03,0.14
Abakar Sylla,CIV,DF,Strasbourg,21,2002,19,16,1522,16.9,2,0,2,2,0,0,4,0,1.5,1.5,0.3,1.8,4,50,2,0.12,0.00,0.12,0.12,0.12,0.09,0.02,0.11,0.09,0.11
Dembo Sylla,GUI,DF,Lorient,21,2002,1,0,45,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,1,6,0.00,0.00,0.00,0.00,0.00,0.21,0.00,0.21,0.21,0.21
Issiaga Sylla,GUI,DF,Montpellier,30,1994,16,15,1263,14.0,1,1,2,1,0,0,3,0,1.2,1.2,1.7,2.9,24,38,48,0.07,0.07,0.14,0.07,0.14,0.09,0.12,0.20,0.09,0.20
Musa Al-Taamari,JOR,FW,Montpellier,26,1997,25,22,1816,20.2,5,2,7,5,0,0,0,0,3.6,3.6,3.2,6.8,80,52,152,0.25,0.10,0.35,0.25,0.35,0.18,0.16,0.34,0.18,0.34
Nicolás Tagliafico,ARG,DF,Lyon,31,1992,23,23,1990,22.1,3,1,4,3,0,0,7,1,1.8,1.8,1.0,2.7,30,91,107,0.14,0.05,0.18,0.14,0.18,0.08,0.04,0.12,0.08,0.12
Montassar Talbi,TUN,DF,Lorient,25,1998,22,22,1934,21.5,0,0,0,0,0,0,2,0,0.5,0.5,0.2,0.7,11,79,6,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.03,0.03,0.03
Oussama Targhalline,MAR,MF,Le Havre,21,2002,11,9,775,8.6,0,0,0,0,0,0,4,1,0.2,0.2,0.2,0.4,20,58,13,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.05,0.02,0.05
Enzo Tchato,CMR,DF,Montpellier,21,2002,16,10,1035,11.5,0,0,0,0,0,0,2,0,0.3,0.3,0.3,0.6,22,42,56,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.05,0.03,0.05
Arnau Tenas,ESP,GK,Paris S-G,22,2001,4,3,349,3.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Martin Terrier,FRA,FW,Rennes,27,1997,22,17,1378,15.3,7,2,9,7,0,0,2,1,4.9,4.9,2.5,7.4,28,55,100,0.46,0.13,0.59,0.46,0.59,0.32,0.16,0.49,0.32,0.49
Benjamin Tetteh,GHA,FW,Metz,26,1997,12,1,278,3.1,0,0,0,0,0,0,2,0,0.3,0.3,0.1,0.3,3,6,13,0.00,0.00,0.00,0.00,0.00,0.08,0.03,0.11,0.08,0.11
Teddy Teuma,MLT,MF,Reims,30,1993,25,22,1889,21.0,6,3,9,5,1,1,6,0,2.9,2.1,3.6,5.7,28,137,105,0.29,0.14,0.43,0.24,0.38,0.14,0.17,0.31,0.10,0.27
Arthur Theate,BEL,DF,Rennes,23,2000,26,25,2150,23.9,2,0,2,2,0,0,3,0,1.8,1.8,0.8,2.6,32,142,23,0.08,0.00,0.08,0.08,0.08,0.08,0.03,0.11,0.08,0.11
Adrien Thomasson,FRA,MF,Lens,30,1993,26,13,1140,12.7,1,1,2,1,0,0,2,1,3.6,3.6,2.8,6.4,20,65,110,0.08,0.08,0.16,0.08,0.16,0.28,0.22,0.51,0.28,0.51
Khéphren Thuram,FRA,MF,Nice,23,2001,24,22,1847,20.5,1,0,1,1,0,0,6,0,2.5,2.5,3.3,5.8,63,92,54,0.05,0.00,0.05,0.05,0.05,0.12,0.16,0.28,0.12,0.28
Cheikh Tidiane Sabaly,SEN,FW,Metz,25,1999,26,17,1357,15.1,3,1,4,3,0,0,4,0,2.7,2.7,1.2,3.8,35,35,74,0.20,0.07,0.27,0.20,0.27,0.18,0.08,0.26,0.18,0.26
Jean-Clair Todibo,FRA,DF,Nice,24,1999,27,27,2397,26.6,0,2,2,0,0,0,1,1,0.6,0.6,1.6,2.2,29,143,8,0.00,0.08,0.08,0.00,0.08,0.02,0.06,0.08,0.02,0.08
Corentin Tolisso,FRA,MF,Lyon,29,1994,23,19,1608,17.9,2,1,3,1,1,1,5,0,2.8,2.0,1.6,3.6,28,141,64,0.11,0.06,0.17,0.06,0.11,0.15,0.09,0.25,0.11,0.20
Abdoulaye Touré,GUI,MF,Le Havre,30,1994,27,24,2032,22.6,2,0,2,0,2,2,4,0,2.8,1.2,0.9,2.2,20,137,23,0.09,0.00,0.09,0.00,0.00,0.12,0.04,0.17,0.05,0.10
Souleymane Touré,FRA,DF,Lorient,21,2003,24,23,2051,22.8,1,1,2,1,0,0,6,0,1.7,1.7,0.4,2.2,24,73,25,0.04,0.04,0.09,0.04,0.09,0.08,0.02,0.10,0.08,0.10
Ismaël Traoré,CIV,DF,Metz,37,1986,24,23,2040,22.7,2,0,2,2,0,0,1,0,0.8,0.8,0.2,1.0,1,31,1,0.09,0.00,0.09,0.09,0.09,0.04,0.01,0.04,0.04,0.04
Adrien Truffert,FRA,DF,Rennes,22,2001,27,21,1875,20.8,1,2,3,1,0,0,4,0,1.5,1.5,1.8,3.3,47,85,148,0.05,0.10,0.14,0.05,0.14,0.07,0.08,0.16,0.07,0.16
Matthieu Udol,FRA,DF,Metz,28,1996,29,29,2610,29.0,3,3,6,3,0,0,4,0,1.4,1.4,2.9,4.3,45,95,83,0.10,0.10,0.21,0.10,0.21,0.05,0.10,0.15,0.05,0.15
Manuel Ugarte Ribeiro,URU,MF,Paris S-G,23,2001,23,19,1752,19.5,0,2,2,0,0,0,5,0,0.5,0.5,0.9,1.3,16,82,23,0.00,0.10,0.10,0.00,0.10,0.02,0.04,0.07,0.02,0.07
Samuel Umtiti,FRA,DF,Lille,30,1993,6,2,185,2.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,8,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Kévin Van Den Kerkhof,ALG,FW,Metz,28,1996,26,19,1744,19.4,1,2,3,1,0,0,2,0,1.3,1.3,3.1,4.4,62,27,138,0.05,0.10,0.15,0.05,0.15,0.07,0.16,0.23,0.07,0.23
Vanderson,BRA,DF,Monaco,22,2001,19,19,1577,17.5,3,1,4,3,0,0,5,1,2.0,2.0,1.4,3.4,24,71,122,0.17,0.06,0.23,0.17,0.23,0.11,0.08,0.19,0.11,0.19
Jordan Veretout,FRA,MF,Marseille,31,1993,26,21,1926,21.4,1,2,3,1,0,0,4,0,2.7,2.7,4.1,6.8,50,170,75,0.05,0.09,0.14,0.05,0.14,0.13,0.19,0.32,0.13,0.32
Alan Virginius,FRA,FW,Lille,21,2003,2,1,71,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,4,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02
Alan Virginius,FRA,FW,Clermont Foot,21,2003,11,9,693,7.7,0,1,1,0,0,0,0,0,1.1,1.1,0.2,1.3,12,16,44,0.00,0.13,0.13,0.00,0.13,0.14,0.03,0.17,0.14,0.17
Vitinha,POR,FW,Marseille,24,2000,18,10,923,10.3,3,2,5,3,0,0,1,0,5.1,5.1,2.9,8.0,15,23,84,0.29,0.20,0.49,0.29,0.49,0.50,0.28,0.78,0.50,0.78
Vitinha,POR,MF,Paris S-G,24,2000,27,22,2036,22.6,7,4,11,7,0,0,0,0,3.1,3.1,3.1,6.2,39,177,121,0.31,0.18,0.49,0.31,0.49,0.14,0.14,0.27,0.14,0.27
Elye Wahi,FRA,FW,Montpellier,21,2003,1,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.6,0.6,1,1,2,0.00,0.00,0.00,0.00,0.00,0.00,4.23,4.23,0.00,4.23
Elye Wahi,FRA,FW,Lens,21,2003,25,18,1526,17.0,7,2,9,6,1,1,9,1,8.9,8.1,1.1,9.2,46,14,150,0.41,0.12,0.53,0.35,0.47,0.53,0.06,0.59,0.48,0.54
Mateusz Wieteska,POL,DF,Clermont Foot,27,1997,2,2,174,1.9,1,0,1,1,0,0,0,0,0.1,0.1,0.0,0.1,0,6,1,0.52,0.00,0.52,0.52,0.52,0.05,0.00,0.05,0.05,0.05
Josh Wilson-Esbrand,ENG,DF,Reims,21,2002,11,5,461,5.1,1,1,2,1,0,0,1,0,0.1,0.1,1.0,1.1,11,19,20,0.20,0.20,0.39,0.20,0.39,0.03,0.19,0.21,0.03,0.21
Christopher Wooh,CMR,DF,Rennes,22,2001,15,12,1118,12.4,1,0,1,1,0,0,2,1,1.3,1.3,0.6,1.9,4,39,4,0.08,0.00,0.08,0.08,0.08,0.10,0.05,0.16,0.10,0.16
Abduqodir Xusanov,UZB,DF,Lens,20,2004,9,7,638,7.1,0,0,0,0,0,0,5,0,0.2,0.2,0.1,0.2,5,22,1,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.03,0.03,0.03
Yusuf Yazıcı,TUR,MF,Lille,27,1997,26,15,1287,14.3,5,1,6,5,0,0,5,0,5.4,5.4,1.7,7.1,31,48,90,0.35,0.07,0.42,0.35,0.42,0.38,0.12,0.50,0.38,0.50
Kelvin Yeboah,ITA,FW,Montpellier,23,2000,13,0,276,3.1,0,0,0,0,0,0,0,0,0.5,0.5,0.3,0.7,9,5,25,0.00,0.00,0.00,0.00,0.00,0.15,0.08,0.24,0.15,0.24
Bertuğ Yıldırım,TUR,FW,Rennes,21,2002,18,2,392,4.4,0,0,0,0,0,0,3,0,0.6,0.6,0.2,0.8,6,10,24,0.00,0.00,0.00,0.00,0.00,0.13,0.05,0.18,0.13,0.18
Darlin Yongwa,CMR,DF,Lorient,23,2000,21,11,1088,12.1,1,1,2,1,0,0,3,0,0.6,0.6,1.3,1.9,36,40,74,0.08,0.08,0.17,0.08,0.17,0.05,0.11,0.16,0.05,0.16
Leny Yoro,FRA,DF,Lille,18,2005,29,27,2403,26.7,2,0,2,2,0,0,4,0,1.5,1.5,0.1,1.6,7,61,2,0.07,0.00,0.07,0.07,0.07,0.06,0.01,0.06,0.06,0.06
Etienne Youte Kinkoue,FRA,DF,Le Havre,22,2002,20,20,1770,19.7,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.3,12,30,2,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.02,0.01,0.02
Yoram Zague,FRA,DF,Paris S-G,17,2006,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,0,8,0,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03
Warren Zaire-Emery,FRA,MF,Paris S-G,18,2006,25,20,1872,20.8,2,3,5,2,0,0,4,0,1.4,1.4,3.1,4.5,54,113,90,0.10,0.14,0.24,0.10,0.24,0.07,0.15,0.22,0.07,0.22
Denis Zakaria,SUI,MF,Monaco,27,1996,25,24,2137,23.7,4,0,4,4,0,0,13,2,1.4,1.4,1.1,2.5,27,107,23,0.17,0.00,0.17,0.17,0.17,0.06,0.05,0.11,0.06,0.11
Mehdi Zeffane,ALG,DF,Clermont Foot,31,1992,22,14,1169,13.0,0,0,0,0,0,0,2,0,1.4,1.4,0.4,1.8,13,51,47,0.00,0.00,0.00,0.00,0.00,0.11,0.03,0.14,0.11,0.14
Nathan Zeze,FRA,DF,Nantes,18,2005,11,9,842,9.4,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,1,27,2,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03
Edon Zhegrova,KVX,FW,Lille,25,1999,30,23,2061,22.9,5,5,10,5,0,0,2,0,6.0,6.0,6.1,12.0,103,82,296,0.22,0.22,0.44,0.22,0.44,0.26,0.27,0.53,0.26,0.53
Luc Zogbé,CIV,DF,Brest,19,2005,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
